,SD01,SD02_01,SD03_01,SD04,SD05_01,SD06,SD07,HI01,HI02,HI03,HI04,HI05,HI06,VR01,VR02,VR03,VR03_01,VR03_02,VR03_03,VR03_04,VR03_05,VR04_01,VR04_02,VR04_03,VR04_04,VR04_05,VR04_06,VR05_01,VR05_02,VR05_03,VR06,HM01,HM02_01,HM03,HM04_01,HM05,HM06,HM07_01,HM07_02,HM07_03,HM07_04,HM07_05,HM07_06,K001,IS01_01,IS01_02,IS01_03,IS01_04,IS01_05,IS01_06,IS01_07,IS01_08,IS01_09,IS01_10,IS02_01,IS03_01,IO01,IO02,IO03,IO04,IO05,IO06,RW01_01,RW02_01,RW03_01,RW03_02,RW03_03,RW04_01,RW04_02,RW04_03,RW05_01,RW05_02,RW05_03,H101,H102_01,H102_02,H102_03,H102_04,H102_05,H102_06,H102_07,H103,H104_01,H104_02,H104_03,H105_01,H106_01,H201_01,H201_02,H202_01,H202_02,H202_03,CL01_01,CL01_02,CL01_03,CL01_04,CL01_05,CL01_06,CA01_01,CA01_02,CA01_03,CA01_04,CA01_05,CA01_06,CS01_01,CS01_02,CS01_03,CS01_04,CS01_05,CS01_06,US01_01,US01_02,US01_03,US01_04,unsicherheit_score,coping_score,risikowahrnehmung_score,handlungsbereitschaft_score,informationsverstaendnissubjektiv_score,quiz_score,M501_01,M501_02,M501_03,M501_04,M501_05,M501_06,M502_01,M502_02,M502_03,Zielgruppe
42,Weiblich,1967,09599,Ausbildung,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,länger als 10 Jahre,1. Etage,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,eher ja,nein,eher ja,eher nein,eher nein,nein,Keine Angabe,Keine Angabe,Keine Angabe,Nein,Nein,,Nein,,Nein,Nein,eher geringe Wirksamkeit,keine Wirksamkeit,eher hohe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,ja,eher ja,mittelmäßig,ja,eher nein,mittelmäßig,eher ja,eher ja,ja,"Auch für normale Menschen gut erklärt, nicht so viele Fachbegriffe.",Dass ich wahrscheinlich in so einem Gebiet lebe!,,,,,,,eher ja,eher hoch,eher gering,eher gering,gering,4,4,2,eher hoch,eher hoch,eher hoch,Nein,nein,nein,ja,nein,eher nein,eher nein,ja,Nein,eher ja,eher nein,ja,,"Bin Mieter in einer Wohnungsgesellschaft, und DIE sollte sich darum kümmern.",ja,eher nein,ja,nein,nein,stimme eher zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme eher nicht zu,stimme eher zu,stimme zu,Keine Angabe,Keine Angabe,stimme zu,stimme eher zu,Keine Angabe,Keine Angabe,stimme eher zu,Keine Angabe,stimme zu,Keine Angabe,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,2.5,1.7777777777777777,1.6666666666666667,2.4,3.9,0.5,clicked,clicked,clicked,clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
43,Männlich,1969,08066,Ausbildung,2,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,eher ja,eher nein,eher ja,eher ja,eher ja,nein,eher gering,eher gering,eher gering,Nein,Nein,,Nein,,Nein,Nein,Keine Angabe,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,mittelmäßig,eher ja,mittelmäßig,eher nein,eher nein,eher ja,eher nein,mittelmäßig,eher nein,eher nein,.,.,Option B,Option B,Option A,Option A,Option B,Option B,eher nein,eher gering,eher gering,eher gering,eher gering,2,3,3,eher gering,eher gering,eher gering,Nein,Keine Angabe,eher nein,eher ja,eher ja,eher nein,Keine Angabe,eher ja,Keine Angabe,,,,,,eher ja,eher ja,eher ja,eher ja,eher ja,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,2.75,2.3333333333333335,2.0,3.0,2.7,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
44,Männlich,1957,01725,Schulabschluß,2,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,ja,eher ja,eher ja,eher ja,eher ja,eher ja,eher ja,mittelmäßig,nichts,zu langatmig,Option B,Option B,Option A,Option A,Option B,Option B,nein,eher gering,gering,eher hoch,gering,4,4,3,eher hoch,eher hoch,eher hoch,Nein,ja,nein,ja,eher nein,eher ja,Keine Angabe,ja,Nein,eher ja,eher ja,ja,,,ja,eher ja,ja,eher ja,Keine Angabe,stimme zu,stimme zu,stimme zu,stimme zu,stimme eher zu,Keine Angabe,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme zu,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,4.0,2.0555555555555554,1.6666666666666667,2.8,4.0,1.0,clicked,clicked,clicked,clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
45,Weiblich,1958,95460,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,6 bis 10 Jahre,0 bis 5 Jahres,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,mittelmäßig,eher ja,mittelmäßig,eher ja,ja,mittelmäßig,mittelmäßig,mittelmäßig,eher ja,eher ja,Ich fühle mich darüber gut informiert. Aber für Laien ist es schlecht zu beurteilen.,"Das Vermieter nicht verplichtet werdenkönnen,dagegen zu gehen.",Option B,Option B,Option A,Option A,Option B,Option B,ja,hoch,eher gering,eher gering,eher gering,4,4,2,hoch,hoch,hoch,Keine Angabe,,,,,,,,Ja,,,,,,ja,Keine Angabe,ja,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,0.0,0.0,2.0,1.6,3.6,0.5,clicked,clicked,clicked,clicked,clicked,clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
46,Weiblich,1947,09328,Schulabschluß,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Ja,Edelgas,1,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,eher gering,gering,gering,Ja,Nein,,Nein,,Nein,Nein,hohe Wirksamkeit,hohe Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,eher ja,eher ja,mittelmäßig,eher ja,eher ja,eher ja,eher ja,,,Option B,Option B,Option A,Option A,Option B,Option A,eher ja,eher hoch,gering,gering,gering,3,-1,3,eher gering,eher gering,eher gering,Nein,eher ja,eher ja,ja,nein,ja,Keine Angabe,ja,Ja,,,,,,ja,ja,ja,ja,ja,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,3.25,2.6666666666666665,1.0,4.0,3.9,1.0,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
47,Weiblich,1955,91804,Schulabschluß,3,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,keine,keine,Option B,ich weiss es nicht,Option A,Option A,Option B,Option B,eher nein,eher gering,gering,gering,gering,2,2,2,eher gering,eher gering,eher gering,Nein,Keine Angabe,nein,Keine Angabe,Keine Angabe,eher nein,Keine Angabe,nein,Nein,nein,nein,nein,weis nicht,,ja,Keine Angabe,ja,Keine Angabe,ja,stimme zu,stimme zu,stimme zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,stimme zu,4.0,2.5,1.0,2.4,3.0,0.16666666666666666,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
48,Männlich,1954,01109,Ausbildung,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,nichts,vieles,Option B,Option B,Option A,Option A,Option B,ich weiss es nicht,nein,gering,gering,gering,gering,3,3,3,eher gering,eher gering,eher gering,Nein,eher nein,nein,ja,nein,ja,ja,eher ja,Nein,ja,ja,ja,,,ja,eher ja,ja,eher ja,nein,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,2.5555555555555554,1.0,3.0,3.1,0.6666666666666666,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
49,Weiblich,1957,01067,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,eher nein,eher ja,eher ja,eher nein,eher ja,eher ja,eher gering,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,ja,ja,eher ja,eher ja,eher ja,eher ja,eher ja,,,Option B,Option B,Option A,Option A,Option B,Option B,nein,eher gering,eher gering,eher gering,eher gering,4,4,3,eher hoch,eher hoch,eher hoch,Nein,Keine Angabe,Keine Angabe,ja,eher ja,eher ja,eher nein,eher ja,Ja,,,,,,ja,ja,ja,ja,ja,stimme eher nicht zu,stimme zu,stimme zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,Keine Angabe,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,stimme zu,stimme eher zu,stimme zu,3.75,1.1666666666666667,2.0,4.0,4.2,0.6666666666666666,clicked,not_clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
50,Männlich,1961,94544,Schule beendet ohne Abschluss,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem  Ein- oder Zweifamilienhaus,0 bis 5 Jahres,0 bis 5 Jahres,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher nein,mittelmäßig,mittelmäßig,eher nein,mittelmäßig,eher nein,mittelmäßig,mittelmäßig,eher nein,nein,nichts,alles,Option B,Option B,Option A,Option A,Option B,Option B,nein,gering,gering,gering,gering,1,1,1,gering,gering,gering,Nein,nein,nein,ja,nein,nein,nein,nein,Nein,nein,nein,nein,,,ja,nein,ja,nein,nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,Keine Angabe,stimme zu,2.0,0.0,1.0,2.2,2.4,0.3333333333333333,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
51,Weiblich,1986,09599,Hochschulabschluß,3,Ja,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Ja,Edelgas,3,Nicht ausgewählt,ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,ja,eher ja,ja,nein,eher ja,eher nein,eher gering,eher hoch,eher gering,Ja,Nein,,Nein,,Nein,Nein,hohe Wirksamkeit,eher hohe Wirksamkeit,hohe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,Anschaulichkeit,Nichts.,Option B,Option B,Option A,Option A,Option B,Option A,eher ja,eher hoch,eher gering,eher gering,gering,4,3,3,eher gering,eher hoch,eher gering,Nein,nein,nein,nein,eher ja,nein,nein,nein,Ja,,,,Ist Sache der Immobiliengesellschaft und die machen das auch.,,ja,ja,ja,ja,ja,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,Keine Angabe,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,2.0,3.0,1.6666666666666667,4.0,5.0,1.0,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
52,Weiblich,1977,09599,Schulabschluß,3,Ja,Ja,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,6 bis 10 Jahre,6 bis 10 Jahre,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,eher ja,ja,ja,ja,eher ja,eher ja,ja,eher ja,ja,sehr gut und übersichtlich gestaltet,nichts,Option B,Option B,Option A,Option A,ich weiss es nicht,Option A,eher ja,eher gering,eher hoch,hoch,eher hoch,3,4,4,hoch,eher hoch,eher gering,Keine Angabe,,,,,,,,Ja,,,,,,ja,ja,ja,ja,eher ja,stimme nicht zu,stimme zu,stimme eher zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,2.75,3.1666666666666665,3.3333333333333335,3.8,4.6,0.6666666666666666,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
53,Weiblich,1977,01855,Ausbildung,2,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,2. Etage oder höher,Ja,Edelgas,3,Nicht ausgewählt,ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,ja,eher nein,ja,ja,ja,nein,eher hoch,eher hoch,eher hoch,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,keine Wirksamkeit,eher hohe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,ja,ja,ja,ja,mittelmäßig,ja,ja,ja,ja,die Ausführlichkeit,als Wohnungsmieter fühle ich mich überfordert,Option B,Option B,Option A,Option A,Option B,Option B,eher nein,hoch,eher gering,eher gering,gering,4,4,4,eher hoch,eher hoch,eher gering,Keine Angabe,,,,,,,,Ja,,,,,,ja,eher ja,ja,ja,Keine Angabe,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher nicht zu,stimme zu,Keine Angabe,Keine Angabe,stimme zu,stimme eher zu,stimme zu,stimme zu,stimme nicht zu,stimme eher nicht zu,2.75,3.0,1.6666666666666667,3.0,4.7,0.6666666666666666,clicked,clicked,clicked,clicked,clicked,clicked,not_clicked,not_clicked,clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
54,Weiblich,1974,08324,Ausbildung,4,Ja,Nein,Ich wohne zur Miete.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,eher ja,ja,ja,Keine Angabe,Keine Angabe,eher ja,eher gering,eher gering,gering,Ja,Nein,,Nein,,Nein,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,eher hohe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,eher ja,eher ja,ja,eher ja,eher ja,eher ja,Keine Angabe,---,---,Option B,Option B,Option A,Option A,Option B,Option A,eher nein,eher gering,Keine Angabe,Keine Angabe,eher hoch,-1,-1,-1,Keine Angabe,Keine Angabe,Keine Angabe,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,eher ja,Keine Angabe,,,,,,ja,Keine Angabe,ja,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,Keine Angabe,stimme zu,stimme nicht zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,1.0,0.6666666666666666,1.0,1.6,3.7,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
55,Männlich,1959,09119,Hochschulabschluß,2,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,6 bis 10 Jahre,0 bis 5 Jahres,2. Etage oder höher,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,ja,eher ja,ja,nein,eher nein,eher ja,gering,gering,gering,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,"klare Aussage, gute Gliederung",nix,Option B,Option B,Option A,Option A,Option B,Option B,nein,eher gering,eher gering,eher gering,eher gering,3,3,3,eher gering,eher gering,eher gering,Nein,nein,nein,nein,ja,nein,nein,nein,Ja,,,,,,eher ja,eher ja,ja,ja,ja,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.7222222222222223,2.0,3.6,5.0,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
56,Männlich,1955,85591,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,6 bis 10 Jahre,Keine Angabe,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,die kompakte Info,nichts,Option B,Option B,Option A,Option A,Option B,Option A,eher nein,eher gering,gering,gering,gering,3,3,4,eher gering,eher gering,eher gering,Nein,eher nein,eher nein,eher nein,ja,ja,nein,eher nein,Ja,,,,,,ja,eher ja,ja,ja,ja,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme eher nicht zu,stimme nicht zu,stimme nicht zu,1.25,3.2222222222222223,1.0,3.8,5.0,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
57,Männlich,1980,04720,Ausbildung,3,Ja,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,Aufbau und Struktur des Textes um das Problem für Laien verständlich zu erklären.,Nichts.,Option B,Option B,Option A,Option A,Option B,Option B,ja,eher hoch,eher gering,gering,gering,4,4,4,eher hoch,eher hoch,eher gering,Nein,nein,eher nein,eher ja,eher ja,eher nein,nein,nein,Ja,,,,,,eher ja,ja,ja,ja,ja,stimme eher nicht zu,stimme eher zu,stimme zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,3.0,3.111111111111111,1.3333333333333333,3.8,5.0,1.0,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
